Dependent-Company Status,year of founding,Age of company in years,Internet Activity Score,Employee Count,Has the team size grown,Est. Founding Date,Last Funding Date,Last Funding Amount,Country of company,Continent of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Team size all employees,Presence of a top angel or venture fund in previous round of investment,Number of of repeat investors,Number of  Sales Support material,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,"Capital intensive business e.g. e-commerce, Engineering products and operations can also cause a business to be capital intensive",Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics/ marketing channels,Owns data or not? (monetization of data) e.g. Factual,Is the company an aggregator/market place? e.g. Bluekai,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Top forums like 'Tech crunch' or 'Venture beat' talking about the company/model - How much is it being talked about?,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Years of education,Relevance of education to venture,Relevance of experience to venture,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Number of Recognitions for Founders and Co-founders,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Long term relationship with other founders,Proprietary or patent position (competitive position),Barriers of entry for the competitors,Company awards,Controversial history of founder or co founder,Legal risk and intellectual property,google page rank of company website,Technical proficiencies to analyse and interpret unstructured data,Solutions offered,Invested through global incubation competitions?,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),Time to 1st investment (in months),"Avg time to investment - average across all rounds, measured from previous investment",Time to maturity of technology (in years),Renown score
1,2011,3,528,12,0,12/1/2011,11/10/2013,750000,United States,North America,3,0,0,4,4,5,0,0,Low,0,0,1,1,0,1,Product,1,Both,1,Both,1,Platform,0,Non-Linear,0,0,0,0,0,0,0,1,1,1,0,Online,B2B,0,2,1,2,Masters,21,1,1,500,2,0,0,0,8,14.5,1,1,1,0,0,0,1,1,0,0,1,194733,1,1,0,4,2,0,4,0.75,24,6,1,5
1,2009,5,512,14,0,1/1/2009,11/12/2013,17000000,United States,North America,0,0,3,0,4,50,0,0,High,0,1,0,0,1,1,Service,1,Private,0,Both,0,Platform,0,Non-Linear,1,0,0,0,0,0,0,0,0,0,0,Online,B2B,0,2,1,1,Bachelors,18,0,1,500,2,0,0,0,1,19.5,1,1,1,0,0,1,0,1,0,0,0,263431,1,0,0,2,0,0,4,17,45,11.5,1,5
1,2005,9,78,32,0,5/1/2005,7/29/2013,10000000,United States,North America,0,0,2,7,5,10,0,3,Medium,0,0,1,0,0,1,Both,1,Private,0,Structured,0,Cloud,1,Non-Linear,1,0,0,0,0,0,0,1,0,0,0,Online,B2B,0,2,1,2,Bachelors,18,1,1,500,2,0,0,0,0,35,2,1,1,0,0,0,0,1,0,0,0,709728,0,0,0,3,1,0,4,10,70,10,2,1
1,2008,6,150,22,0,1/30/2008,8/6/2012,3500000,United States,North America,1,0,2,1,8,18,0,0,High,0,0,1,1,0,0,Product,0,Public,1,Both,0,Platform,0,Non-Linear,0,0,0,0,0,0,0,1,0,0,0,Online,B2C,1,2,1,1,Bachelors,18,1,1,500,2,0,0,0,0,17,2,0,1,0,0,1,0,1,0,0,0,29452,1,0,0,3,1,5,4,3.5,12,20,1,5
1,2012,2,129,16,0,7/1/2012,10/4/2013,1700000,United States,North America,0,0,0,0,7,15,0,0,Low,0,1,1,0,0,0,Product,0,Private,1,Both,0,Platform,0,Non-Linear,0,0,0,0,1,0,0,1,0,0,0,Online,B2C,0,1,1,0,Bachelors,18,1,1,500,0,0,0,0,1,22,2,1,1,0,0,0,0,1,1,0,0,297388,1,0,0,3,1,0,7.5,1.7,15,15,1,5
1,2010,4,4,12,0,1/1/2010,6/26/2012,7000000,United States,North America,1,0,1,0,4,50,0,0,Low,0,0,1,1,0,0,Product,0,Private,1,Structured,0,Platform,0,Non-Linear,1,0,0,1,1,0,0,1,1,0,0,Online,B2B,0,2,1,1,Bachelors,18,1,1,469,2,0,0,0,0,23,0,1,1,0,0,0,0,1,0,0,0,245871,0,1,0,3,1,0,3,7,6,9.2,1,7
1,2011,3,29,5,0,7/5/2011,9/1/2011,6379489.4,United States,North America,0,0,0,4,2,5,0,0,Low,0,2,1,1,0,1,Product,0,Public,1,Both,0,Cloud,1,Non-Linear,0,0,0,0,0,0,0,1,0,0,0,Online,B2B,0,2,1,1,Bachelors,18,1,1,500,2,0,0,0,12,43.5,0,1,1,0,0,1,0,1,0,0,0,2134030,1,1,0,3,1,0,3,unknown amount,1,12,1,7
1,2010,4,68,35,0,1/1/2010,1/2/2013,11000000,United States,North America,0,0,3,7,7,50,0,1,High,0,1,1,1,0,0,Product,0,Public,1,Both,0,Platform,0,Non-Linear,1,0,0,0,0,0,0,1,0,1,0,Online,B2B,0,2,1,2,PhD,25,1,1,500,2,0,0,0,12,23,2,1,1,0,0,1,1,1,0,0,0,1842172,1,1,0,4,1,0,10,11,12,6.2,1,9
1,2011,3,266,37,0,1/1/2011,1/22/2014,35000000,United States,North America,0,0,2,0,4,11,0,1,Low,1,2,0,0,0,0,Product,1,Private,0,Structured,0,Cloud,0,Non-Linear,1,0,0,0,0,0,0,1,0,0,0,Online,B2B,0,2,1,2,PhD,25,1,1,500,2,1,0,0,3,53,2,1,1,0,0,1,0,1,0,0,0,226890,0,1,1,3,1,0,13,35,12,10.3,1,5
1,2011,3,70,9,0,1/1/2011,3/27/2014,50000,United States,North America,0,0,5,0,6,10,0,0,Low,0,2,1,1,1,1,Product,1,Both,1,Both,0,Platform,1,Non-Linear,0,0,0,1,0,0,0,1,0,1,0,Both,B2B,0,2,1,2,Masters,21,1,1,25,2,0,0,0,0,36,2,1,1,0,0,0,1,1,0,0,1,4910627,1,1,0,3,1,0,4,0.05,12,5.4,1,0
1,2006,8,113,138,1,1/1/2006,10/18/2013,9400000,United States,North America,0,0,1,7,9,130,0,2,Medium,0,2,1,1,0,0,Product,1,Both,1,Both,0,Cloud,0,Non-Linear,1,0,0,0,1,0,0,1,1,1,0,Online,B2B,1,1,1,0,Bachelors,20,1,1,469,2,0,0,0,0,0,2,1,1,0,0,0,1,1,0,0,1,408646,1,1,0,4,1,8,15,9.4,12,18.1,2,0
1,2011,3,147,11,0,3/21/2011,2/1/2013,1700000,United States,North America,0,0,2,0,3,15,0,0,Low,0,1,1,1,0,0,Both,1,Public,1,Both,0,Platform,0,Non-Linear,0,0,0,0,1,0,0,1,1,1,0,Online,B2B,0,2,1,2,Masters,21,1,1,500,1,0,0,0,0,14,1,1,1,0,0,0,0,1,0,0,0,1046310,1,1,0,3,1,0,4,1.7,12,4.3,1,4
1,2009,4,62,16,0,1/1/2011,1/11/2012,6379489.4,United States,North America,0,0,1,0,5,50,0,0,High,0,0,0,0,0,0,Product,0,Both,0,Both,1,Cloud,1,Non-Linear,0,0,0,0,0,0,0,0,0,1,0,Online,B2B,0,2,1,0,Bachelors,20,1,1,469,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,2352334,1,1,0,4,2,0,12,unknown amount,6,6,1,0
1,1999,15,150,178,1,1/1/1999,8/23/2010,6100000,United States,North America,0,0,0,0,10,175,0,0,High,0,2,0,0,0,0,Both,1,Both,1,Both,0,Platform,0,Non-Linear,0,0,0,0,1,0,1,1,1,1,0,Online,B2B,0,2,1,2,Masters,21,1,1,439,0,0,0,0,0,13.5,2,1,1,0,1,0,0,1,0,0,0,1085205,1,1,0,3,1,0,18,6.1,120,5.3,0,2
1,2008,6,429,73,0,1/1/2008,2/4/2014,16000000,United States,North America,0,6,0,0,6,75,0,3,High,0,0,1,1,0,0,Product,1,Both,1,Both,0,Platform,1,Non-Linear,0,0,0,0,1,0,0,1,0,0,0,Online,B2C,1,1,1,1,Masters,21,1,1,500,2,0,0,0,0,26,2,1,1,0,0,0,1,1,1,0,0,28190,1,1,0,4,1,2,14,16,12,7.3,2,0
1,2006,8,385,118,1,11/30/2006,4/8/2014,13000000,United States,North America,0,0,2,0,12,120,0,1,Low,0,0,1,1,0,0,Product,1,Private,1,Both,0,Cloud,1,Non-Linear,0,1,0,0,0,0,0,1,1,1,0,Online,B2B,0,2,1,2,Masters,21,1,1,500,2,0,0,0,2,24.5,2,1,1,0,0,1,1,1,1,0,0,211794,1,1,0,3,1,2,15,13,20,5.8,2,1
1,2012,2,96,10,0,6/26/2012,7/1/2012,6379489.4,Argentina,South America,0,1,3,3,4,16,0,0,Low,0,1,1,1,0,1,Product,1,Public,1,Both,1,Platform,1,Non-Linear,0,0,0,0,1,0,0,1,1,0,0,Online,B2B,0,1,1,1,Bachelors,20,1,1,500,1,0,0,0,0,7.5,2,1,1,0,0,0,0,1,0,0,0,1603864,1,1,0,4,2,0,16,unknown amount,1,1,1,2
1,2010,4,81,22,0,10/1/2010,3/13/2013,2000000,United States,North America,0,2,1,0,8,23,0,0,Low,0,0,1,1,0,0,Product,1,Public,1,Unstructured,0,Platform,0,Non-Linear,0,0,0,1,0,0,0,0,0,1,0,Online,B2B,0,2,1,1,Bachelors,18,1,1,448,2,0,0,0,0,21,2,1,1,0,0,1,0,1,0,0,0,731564,1,0,0,3,1,4,7.6,2,1,7.4,1,2
1,2012,2,627,4,0,7/1/2012,2/8/2013,6379489.4,United States,North America,0,1,1,0,1,10,0,0,Low,0,0,0,0,0,0,Product,1,Private,0,Structured,1,Cloud,0,Non-Linear,0,0,0,0,0,0,0,1,1,0,0,Online,B2B,0,1,1,0,Bachelors,18,1,1,500,2,0,0,0,6,23,1,1,1,0,0,0,1,1,0,0,0,193129,0,1,0,3,1,0,10,unknown amount,8,8,0,4
0,2004,10,0,12,1,1/1/2004,10/1/2009,62500000,United States,North America,0,0,3,1,5,100,1,0,Low,0,1,1,1,0,0,Both,0,Private,1,Both,0,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,0,Online,B2B,0,2,1,1,Bachelors,18,0,1,500,2,0,0,0,3,100,0,0,0,0,0,0,1,1,0,1,1,2518862,0,1,0,3,1,0,11.1,62.5,48,5,1,4
0,2000,14,0,18,0,1/1/2000,6/2/2009,15000000,United States,North America,0,0,0,0,8,50,1,0,Low,0,2,1,1,0,1,Product,0,no,0,No,0,Platform,0,Linear,0,0,0,0,0,0,0,0,0,0,0,Offline,B2B,0,2,1,0,Masters,21,1,1,500,2,0,1,0,0,25,1,0,0,1,0,0,0,0,0,0,0,2518862,0,1,0,2,1,0,3.8,15,60,7.4,1,5
0,2004,10,445,79,1,10/11/2004,7/12/2011,5000000,United States,North America,0,0,1,0,6,10,1,0,Low,1,1,1,1,0,0,Product,1,Public,0,Unstructured,0,Platform,1,Non-Linear,0,1,0,0,0,0,0,0,0,0,1,Online,B2C,2,2,1,1,Masters,21,1,1,500,2,1,0,0,1,200,0,0,0,0,0,0,0,1,0,0,1,483,0,0,0,3,1,28,1.1,5,12,17.6,1,1
0,2005,9,91,3,0,1/1/2005,4/15/2008,25000000,United States,North America,0,0,3,0,5,30,1,0,Low,0,0,0,0,0,1,Product,0,Public,1,Both,0,Platform,1,Non-Linear,1,0,0,1,0,0,0,1,0,0,1,Online,B2C,2,2,1,0,PhD,25,1,1,16,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,545749,0,1,0,2,0,4,3.8,25,24,6.8,2,0
0,2009,5,69,31,0,3/1/2009,6/1/2011,5000000,United States,North America,0,0,0,0,5,80,1,1,Medium,0,0,1,1,0,1,Service,0,Public,0,No,0,Platform,0,Non-Linear,1,0,0,0,0,0,0,0,0,0,1,Online,B2B,1,2,0,1,Masters,21,1,1,500,1,0,0,0,0,8,0,1,1,0,0,0,1,1,0,0,0,8990243,0,1,0,3,1,9,20,5,10,2.8,1,3
0,2005,9,46,31,0,1/1/2005,3/3/2011,6379489.4,United States,North America,0,1,1,0,5,50,1,0,Low,0,0,1,1,0,1,Product,0,no,0,No,1,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,1,Online,B2C,2,2,0,0,Masters,21,1,1,500,2,0,0,0,0,25,0,0,1,0,0,0,0,1,0,0,0,8714861,0,1,0,2,0,0,6.2,2.7,24,5,1,3
0,2008,6,14,35,0,1/1/2008,1/1/2011,6379489.4,United Kingdom,Europe,0,0,0,0,5,40,0,0,Low,0,0,1,1,0,1,Product,0,no,0,No,0,Platform,1,Non-Linear,0,0,0,0,0,0,0,0,0,0,0,Offline,B2C,1,2,0,1,Masters,21,1,1,500,0,0,0,0,3,25,0,1,1,0,1,0,1,1,0,0,0,1989996,0,0,0,3,1,0,8,unknown amount,14,1,0,7
0,2012,2,16,1,0,1/1/2012,1/1/2011,6379489.4,United States,North America,0,0,1,0,1,10,0,0,Low,0,0,0,0,0,1,Product,0,no,0,No,0,Platform,0,Linear,1,0,0,0,0,0,0,0,0,0,1,Online,B2C,0,2,0,0,Bachelors,18,0,0,500,0,0,0,0,0,25,0,0,1,1,0,0,0,0,0,0,0,3274502,0,1,0,2,0,0,10,unknown amount,14,1,1,3
0,2011,3,107,0,0,8/26/2011,7/19/2012,1000000,United States,North America,5,5,3,0,3,6,1,5,Low,1,0,0,0,0,0,Service,0,no,0,No,0,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,1,Online,B2C,2,2,0,1,Bachelors,18,0,1,157,2,0,1,0,0,12,0,0,1,0,1,1,0,1,0,0,0,718025,0,0,1,3,1,0,3,1,3,2.7,0,2
0,2010,4,77,19,0,9/1/2010,2/18/2013,800000,United States,North America,9,0,3,0,5,10,1,0,Low,0,1,0,0,0,0,Product,0,Public,0,Unstructured,0,Cloud,0,Non-Linear,1,1,0,0,0,0,0,1,0,1,1,Online,B2C,1,1,0,0,Bachelors,18,0,0,500,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,3638146,0,1,0,2,0,1,3.3,0.8,14,7.1,1,3
0,2008,6,535,5,0,1/1/2008,4/25/2011,2300000,United States,North America,0,2,0,0,1,10,0,0,Low,0,0,0,0,0,0,Product,0,Public,1,Both,0,Platform,1,Non-Linear,0,0,0,0,0,0,0,1,0,0,0,Online,B2C,1,2,1,1,Bachelors,20,1,1,499,1,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,245307,0,0,0,2,0,1,2,2.3,12,26.2,0,0
0,2007,7,8,1,0,8/1/2007,5/17/2011,1500000,Italy,Europe,0,0,0,0,3,10,0,1,Low,0,1,0,0,0,1,Service,0,Public,0,Unstructured,0,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,0,Online,B2C,0,2,0,0,Bachelors,18,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14598301,1,1,0,2,0,6,1.6,1.5,24,11.9,0,5
0,2006,8,114,31,0,1/1/2011,1/1/2011,6379489.4,United States,North America,0,1,1,0,1,3,0,0,Low,0,1,1,1,0,0,Service,0,Private,0,Both,1,Platform,1,Non-Linear,0,1,0,0,0,0,0,0,0,0,0,Online,B2C,2,2,0,1,Bachelors,18,0,0,500,0,0,0,0,130,140,0,0,0,0,1,0,1,0,0,0,0,2518862,0,0,0,2,0,4,0.4,0.287,1,1,1,3
1,2009,5,114,31,0,1/1/2011,1/1/2011,6379489.4,United States,North America,0,0,2,0,6,20,1,1,Low,0,0,0,0,0,0,Service,0,Private,0,No,1,Platform,0,Non-Linear,0,1,0,0,0,0,0,1,0,0,0,Online,B2C,2,1,0,1,Bachelors,18,0,0,500,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2518862,0,1,0,2,0,3,5,11.5,2,4,2,6
0,2006,8,8,0,0,1/1/2006,3/20/2008,1000000,United States,North America,0,0,1,0,1,3,1,0,Low,0,0,0,0,0,0,Service,0,Private,0,Both,1,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,0,Online,B2C,0,1,0,1,Masters,21,1,1,500,1,0,1,1,75,29,0,0,0,1,1,0,1,0,1,0,0,7974958,0,0,0,3,1,0,0.4,1,26,26,1,5
0,2007,7,9,31,1,1/1/2007,9/1/2007,10000000,United States,North America,0,0,3,2,6,40,0,0,Low,0,0,1,1,0,0,Service,0,Private,0,Both,1,Platform,0,Non-Linear,0,1,0,1,1,0,1,1,0,0,1,Online,B2C,0,2,1,1,Masters,21,1,1,500,1,0,0,0,0,25,1,1,1,0,0,0,1,0,0,0,0,16821322,0,1,0,2,0,1,6.6,10,8,8,0,6
1,2005,9,50,26,1,1/1/2005,6/18/2008,10000000,United States,North America,0,0,3,2,4,32,1,1,Medium,0,0,1,1,0,0,Service,0,Public,1,Unstructured,1,Platform,0,Non-Linear,0,0,0,0,0,0,0,1,1,0,0,Online,B2C,2,2,0,0,Bachelors,18,1,1,500,2,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,7445,0,0,0,2,0,2,4,10,40,1.6,1,2
0,2009,4,114,31,1,1/1/2011,1/1/2011,6379489.4,United States,North America,0,0,2,0,2,50,0,1,Low,0,0,0,0,0,0,Service,0,Private,0,No,1,Platform,1,Non-Linear,0,1,0,0,0,0,0,0,0,0,1,Online,B2C,0,2,1,1,Masters,21,1,1,500,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,2518862,0,1,0,3,1,8,8.3,unknown amount,14,1,1,0
0,2010,4,114,31,0,1/1/2011,1/1/2011,6379489.4,United States,North America,1,0,2,0,2,3,0,0,Low,1,0,1,1,0,0,Service,0,Private,0,Both,0,Platform,1,Non-Linear,0,0,0,0,0,0,0,0,0,0,0,Offline,B2B,0,1,0,0,Bachelors,18,1,0,330,1,0,0,0,76,45,1,0,1,1,1,1,1,1,1,0,0,2518862,0,0,0,3,2,0,1,unknown amount,1,1,1,2
1,2012,2,205,48,1,1/1/2012,10/2/2013,8000000,United States,North America,0,0,2,0,3,51,1,0,Medium,0,2,1,1,0,0,Service,1,Private,1,Structured,1,Cloud,1,Non-Linear,0,0,0,0,0,0,0,0,1,0,0,Both,B2B,2,2,0,0,Masters,21,1,1,480,1,1,1,1,72,16,1,1,1,0,1,1,1,1,0,0,0,2205289,0,0,1,4,2,0,51,8,20,20,1,0
1,2007,7,120,31,1,4/5/2007,12/11/2013,43000000,United States,North America,0,1,3,6,11,322,1,4,High,0,1,1,1,1,1,Product,0,Public,1,Structured,1,Platform,1,Linear,1,0,0,0,0,0,0,1,0,0,0,Both,B2B,2,2,0,0,Bachelors,18,0,0,500,1,0,0,0,73,50,2,2,1,1,0,0,0,1,0,0,0,29182,1,0,0,4,2,12,53.6,43,2,5.7,0,5
1,2007,7,69,55,1,1/1/2007,4/25/2012,20000000,United States,North America,0,7,2,0,6,46,1,6,High,0,1,1,1,0,0,Product,1,Private,0,Structured,0,Both,1,Linear,1,0,0,0,0,0,0,1,1,0,0,Online,B2B,2,2,0,1,Masters,21,1,0,500,0,1,1,1,81,40,0,2,1,0,1,0,1,0,1,0,0,2518862,0,0,0,3,1,0,7.6,20,12,8.9,0,0
1,2013,1,114,31,1,1/1/2011,1/1/2011,6379489.4,United States,North America,0,0,2,0,3,12,1,0,Medium,0,0,0,0,0,0,Service,1,Both,1,Both,1,Platform,1,Non-Linear,0,0,0,1,1,0,1,1,1,1,0,Both,B2B,2,2,0,1,Masters,21,1,1,500,1,1,1,1,86,18,0,0,0,0,0,1,0,0,0,0,0,1615432,1,0,0,3,1,0,12,4.5,12,12,1,0
0,2007,7,17,31,0,3/1/2007,3/25/2008,4300000,United States,North America,0,0,2,1,2,5,0,0,Low,1,0,0,0,0,0,Service,0,Private,0,Structured,1,Platform,1,Non-Linear,0,1,0,0,0,0,0,0,0,1,1,Online,B2B,0,1,0,1,Masters,21,1,1,500,1,1,1,1,72,25,1,0,0,0,1,0,0,0,0,1,1,2518862,0,0,0,2,0,1,0.8,4.3,14,14,0,3
0,2007,7,114,31,0,1/1/2011,1/1/2011,6379489.4,United States,North America,0,1,2,0,3,4,0,0,Low,0,1,1,1,0,0,Service,0,Public,0,Both,1,Platform,1,Linear,1,1,0,1,1,0,1,1,0,0,0,Online,B2C,0,1,0,0,Bachelors,18,1,1,200,1,1,1,1,63,10,0,1,0,1,1,1,1,1,1,0,0,2518862,0,0,0,4,2,1,0.6,0.11,14,10.6,0,0
1,2007,7,1535,31,1,1/1/2007,11/4/2013,5000000,United States,North America,0,0,1,6,5,33,0,0,High,0,1,1,1,0,1,Service,1,Private,0,Structured,1,Platform,1,Non-Linear,0,0,0,1,1,0,1,1,0,0,0,Online,B2B,0,1,1,1,PhD,25,1,1,500,2,0,0,0,61,41,2,1,1,0,0,1,1,1,1,0,0,104224,1,1,1,4,2,0,5.5,5,72,72,1,1
1,2013,1,120,5,0,3/1/2013,3/18/2014,3700000,United States,North America,0,7,4,1,4,8,1,4,Low,0,0,1,0,0,0,Service,0,Private,0,Structured,0,Platform,0,Non-Linear,0,0,0,0,1,0,0,1,0,0,0,Online,B2B,0,1,0,0,Masters,21,1,0,300,0,1,1,1,91,10,0,0,1,0,0,0,0,0,1,0,0,1125918,1,0,1,4,1,0,8,3.7,1,6.4,0,6
1,2007,7,355,103,1,1/1/2007,1/2/2013,7800000,United States,North America,0,0,2,3,3,105,1,3,High,0,2,1,0,1,1,Product,1,Private,0,Both,1,Both,1,Linear,1,1,0,1,1,0,1,1,0,1,0,Online,B2C,1,2,0,1,Bachelors,18,1,1,500,2,0,0,0,279,6,2,2,0,0,1,0,1,0,1,0,0,95565,1,1,1,3,1,0,17.5,7.8,12,12,1,0
1,2009,5,114,31,0,1/1/2011,1/1/2011,6379489.4,United States,North America,4,0,2,0,2,5,0,0,Medium,0,0,1,1,0,0,Service,1,Private,1,Both,0,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,0,Offline,B2B,0,1,0,0,Bachelors,18,0,0,500,0,0,0,0,106,17,0,0,0,1,1,0,1,1,1,0,1,6536311,1,0,1,3,1,0,1.2,1,30,7.6,2,4
1,2013,1,294,4,0,5/8/2013,10/11/2013,1000000,United States,North America,1,1,3,0,4,6,0,0,High,0,0,0,0,0,0,Service,0,Private,0,Structured,1,Platform,0,Linear,1,0,0,1,1,0,1,1,0,0,0,Online,B2B,0,2,0,1,Masters,21,1,1,500,0,0,0,0,112,45,0,0,1,1,0,0,1,1,1,0,0,810092,0,0,0,3,1,0,6,1,1,1.7,0,4
1,2011,3,221,26,1,1/24/2011,1/27/2014,6000000,United States,North America,9,0,2,0,6,32,0,3,High,0,2,0,0,0,0,Service,0,Private,1,Structured,1,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,0,Online,B2C,0,1,0,2,Bachelors,18,1,1,500,0,0,0,0,152,27,1,1,1,1,1,1,0,0,1,0,0,797253,0,0,1,3,2,4,16,6,6,8,1,4
1,2012,2,334,36,1,1/1/2012,4/30/2013,18000000,United States,North America,0,0,2,4,7,42,1,1,Low,1,1,0,0,0,0,Service,1,Private,0,Structured,0,Platform,1,Non-Linear,0,0,0,1,1,0,1,1,1,0,0,Both,B2B,0,2,1,2,PhD,25,1,1,400,2,1,1,1,86,40,1,1,1,0,1,0,0,0,1,0,0,583200,0,0,0,3,0,0,42,18,1,3.6,1,1
1,2007,7,84,20,1,1/1/2007,1/1/2010,1500000,United States,North America,0,0,1,4,5,290,0,0,Medium,0,0,1,1,0,1,Service,1,Private,0,Both,0,Platform,1,Non-Linear,0,0,0,0,0,0,0,0,0,0,0,Online,B2B,0,2,0,1,Bachelors,18,0,0,500,0,0,0,0,55,20,1,1,1,0,0,0,0,0,1,0,0,2518862,0,0,0,2,1,3,48.3,1.5,36,36,0,8
1,2009,5,237,38,1,1/1/2009,3/5/2014,4499999,United States,North America,2,3,1,5,7,40,1,3,Medium,0,0,0,0,0,0,Service,1,Private,0,Structured,0,Platform,1,Linear,1,0,0,1,1,0,1,1,0,0,0,Offline,B2B,0,2,0,1,Bachelors,18,0,1,489,1,0,0,0,31,21,1,1,0,0,0,1,1,0,0,0,0,2155880,0,0,1,3,1,0,10,4.499999,20,10.7,1,2
0,2007,7,114,31,0,1/1/2011,1/1/2011,6379489.4,United States,North America,0,0,2,1,3,4,0,0,Medium,0,0,0,0,0,0,Service,0,Private,0,No,1,Platform,1,Non-Linear,0,1,0,0,0,0,0,0,0,0,0,Online,B2C,0,2,0,1,Masters,21,1,1,500,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,2518862,0,1,0,3,0,1,0.6,unknown amount,1,1,0,4
1,2010,4,616,6,0,5/15/2010,6/10/2013,1000000,United States,North America,5,0,2,0,2,5,0,0,High,0,0,0,0,0,0,Service,1,Private,0,Both,0,Platform,1,Non-Linear,0,0,0,1,1,0,1,1,1,0,0,Online,B2B,0,1,0,2,Masters,21,0,0,500,0,0,0,0,153,35,0,0,0,0,1,0,0,0,1,0,0,103061,1,0,0,2,0,0,1.6,1,37,37,0,0
0,2009,4,3,31,0,1/1/2011,3/20/2008,4000000,United States,North America,0,0,3,1,4,10,0,0,Low,0,0,0,0,0,0,Product,0,Private,0,No,1,Platform,0,Non-Linear,0,0,1,0,0,0,0,0,0,0,0,Online,B2C,1,2,0,1,Bachelors,18,0,1,500,0,0,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,2738450,0,1,0,2,0,6,1.4,4,14,10.6,1,7
1,2012,2,137,24,1,1/1/2012,2/10/2014,15000000,United States,North America,0,0,3,4,6,30,1,1,High,0,1,1,1,0,0,Product,1,Private,0,Both,1,Platform,1,Linear,1,0,0,0,0,0,0,1,0,0,0,Offline,B2B,0,2,0,2,Masters,21,0,1,500,1,0,0,0,68,12,1,1,1,0,1,0,1,1,1,0,0,1065438,0,0,1,3,2,0,30,15,10,8,1,1
1,2002,12,83,31,1,12/1/2002,5/20/2011,6000000,United States,North America,0,0,1,6,7,18,0,0,High,0,1,1,1,0,0,Service,1,Private,0,Structured,0,Platform,1,Linear,1,0,0,0,0,0,0,1,0,0,0,Offline,B2B,0,2,1,2,Bachelors,18,1,1,500,2,0,0,0,65,0,2,1,1,0,1,1,1,0,1,0,0,2518862,0,0,0,3,1,0,1.6,6,108,1,1,7
1,2010,4,191,6,0,1/1/2011,1/1/2011,6379489.4,United States,North America,0,9,2,0,3,8,0,0,High,1,2,1,1,0,0,Product,0,Private,0,Both,0,Platform,1,Non-Linear,0,0,0,1,1,0,1,1,0,0,0,Offline,B2B,0,2,1,2,PhD,25,1,1,500,2,1,1,1,230,0,1,1,1,0,1,0,1,1,1,0,0,1178117,1,0,0,4,2,0,2.6,0.77,26,6.2,0,8
1,2012,2,23,3,1,1/1/2011,4/1/2012,20000,United States,North America,1,0,1,1,2,10,0,0,Medium,0,0,1,1,0,0,Service,0,Private,1,Structured,1,Platform,0,Linear,0,0,0,0,0,0,0,1,0,0,0,Online,B2C,0,1,0,1,Masters,21,1,1,500,1,0,0,0,3,25,0,1,0,1,1,0,0,0,0,0,0,6657549,1,1,0,3,1,0,10,0.02,14,10.6,1,5
1,2009,5,56,15,1,2/6/2009,12/1/2011,4250000,United States,North America,3,5,2,2,1,14,1,2,High,1,2,0,0,0,0,Service,1,Private,1,Structured,1,Platform,1,Non-Linear,0,0,0,0,0,0,1,0,1,0,0,Online,B2B,1,1,1,1,Bachelors,18,1,1,500,2,1,1,1,67,9,1,0,0,0,0,1,0,0,0,0,0,108639,1,0,0,3,0,3,2,4.25,12,12,1,8
