Company_Name,Company-Status,year of founding,Age of company in years,Internet Activity Score,Short-Description,Industry of company,Focus functions of company,Investors,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Date,Last Funding Amount,Country of company,Continent of company,Number of Investors in Seed,Number of Investors in Angel or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Team size all employees,Presence of top angel or venture fund,Number of repeat investors,Number of Sales Support material,Worked in top companies,Ave size of companies worked,Part of startups in the past,Part of successful startups in the past,Partner in Big 5 consulting,Consulting experience?,Product or service company?,Catering to product/service,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,Capital intensive business,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics,Owns monetization of data,Company an aggregator/market place,Online or offline venture,B2C or B2B venture?,Top forums for company/Model,Ave Years of experience for founder/co-founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Years of education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Number of Recognitions for founders/co-founders,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Long term relationship with other founders,Proprietary or patent position,Barriers of entry for the competitors,Company awards,Controversial history of founder/co-founder,Legal risk and intellectual property,google page rank of company website,Technical proficiencies to analyse,Solutions offered,Global incubation competitions,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),Survival through recession,Time to 1st investment (in months),Avg time to investment,Gartner hype cycle stage,Time to maturity of technology (in years),Percent_skill_Entrepreneurship,Percent_skill_Operations,Percent_skill_Engineering,Percent_skill_Marketing,Percent_skill_Leadership,Percent_skill_Data Science,Percent_skill_Business Strategy,Percent_skill_Product Management,Percent_skill_Sales,Percent_skill_Domain,Percent_skill_Law,Percent_skill_Consulting,Percent_skill_Finance,Percent_skill_Investment,Renown score
Company202,Success,2012.0,2.0,118.0,Stream Processing,Analytics|Enterprise Software,operations,August Capital|Morado Venture Partners|AME Cloud Ventures,18.0,13.0,No,1/1/2012,6/26/2013,8000000.0,United States,North America,2.0,0.0,2,0,2,22.0,Yes,0.0,medium,No,Small,No,No,No,No,Product,Yes,Private,Yes,Both,Yes,Cloud,Global,Non-Linear,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Online,B2B,Low,Medium,Yes,Medium,Bachelors,18.0,MGMT,Yes,Yes,324.0,High,1.0,1.0,1.0,200.0,18.0,Low,High,No,No,Low,No,No,Yes,No,No,No,44388.0,No,No,No,4.0,Medium,5.0,22.0,8.0,Not Applicable,15.0,11.0,Peak,2 to 5,2.8,0.0,62.8,0.0,8.3,6.6,16.7,2.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Company203,Success,2011.0,3.0,258.0,Customer Experience Management Platform,Analytics,Sales,XSeed Capital,44.0,5.0,YES,9/15/2011,9/26/2013,2550000.0,United States,North America,0.0,0.0,2,6,6,45.0,No,0.0,low,No,Medium,No,No,No,No,Product,Yes,Private,Yes,Unstructured,Yes,Cloud,Local,Non-Linear,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Online,B2B,Low,High,Yes,Low,Bachelors,18.0,MGMT,Yes,Yes,500.0,High,1.0,1.0,1.0,1.0,14.0,Medium,High,Yes,No,High,No,No,Yes,No,No,No,2084312.0,No,No,Yes,3.0,Low,2.0,22.5,2.6,Not Applicable,19.0,6.0,Peak,2 to 5,2.9,0.0,44.1,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Company204,Success,2010.0,4.0,131.0,Doubleclick for Market Research,Advertising|Market Research,Marketing,Sopris Partners|Voodoo Ventures,48.0,2.0,YES,3/10/2010,11/8/2011,2800000.0,United States,North America,0.0,0.0,0,0,5,49.0,No,0.0,medium,No,Medium,Yes,Yes,No,Yes,Product,Yes,Private,Yes,Structured,Yes,Cloud,Local,Linear,No,No,No,No,Yes,No,Yes,No,No,No,No,Online,B2B,Low,High,Yes,Medium,Masters,21.0,business,Yes,Yes,500.0,High,0.0,0.0,0.0,270.0,14.0,Medium,High,Yes,No,Low,No,No,Yes,No,No,No,2186599.0,No,No,No,2.0,Low,1.0,16.3,2.8,Not Applicable,1.0,1.0,Slope,2 to 5,16.7,5.6,0.0,38.9,5.6,16.7,11.1,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0
Company206,Success,2009.0,5.0,56.0,Data Collection for Web Scale IT,Enterprise Software|Software Development,technology,Javelin Venture Partners|FirstMark Capital|First Round Capital|Safeguard Scientifics,27.0,8.0,YES,4/1/2009,12/6/2012,8700000.0,United States,North America,2.0,0.0,2,3,4,24.0,Yes,2.0,high,Yes,Medium,Yes,Yes,No,No,Product,Yes,Private,Yes,Structured,Yes,Platform,Global,Non-Linear,No,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Medium,High,Yes,Medium,Bachelors,18.0,COMMUNICTIONS,Yes,Yes,500.0,High,0.0,1.0,1.0,400.0,18.0,Low,Medium,No,No,Low,No,No,No,Yes,No,Yes,427794.0,No,No,No,2.0,Medium,6.0,6.0,8.7,Not Applicable,9.0,12.0,Peak,2 to 5,5.6,2.8,58.3,0.0,5.6,0.0,16.7,2.8,2.8,2.8,0.0,0.0,0.0,2.8,9.0
Company207,Success,2010.0,4.0,281.0,Big Data Analytics,Energy,operations,Khosla Ventures,15.0,0.0,YES,1/1/2010,7/24/2013,5000000.0,United States,North America,0.0,0.0,2,4,3,15.0,No,1.0,low,Yes,Large,No,No,No,No,Service,No,Private,Yes,Structured,Yes,Platform,Global,Non-Linear,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Online,B2C,Low,High,Yes,Medium,Bachelors,18.0,COMPUTERS,Yes,Yes,500.0,High,0.0,1.0,1.0,116.0,14.0,Medium,Medium,No,No,Low,No,Yes,No,Yes,No,Yes,533971.0,Yes,No,No,3.0,Low,3.0,5.0,5.0,Not Applicable,18.0,10.0,Slope,2 to 5,3.1,0.0,15.6,3.1,3.1,0.0,6.2,3.1,3.1,12.5,0.0,0.0,0.0,0.0,8.0
Company208,Success,2007.0,7.0,331.0,patented social media analysis,Analytics,Social media analytics,Charles F. Dolan|Golden Seeds|Springboard Enterprises,83.0,-3.0,YES,8/1/2007,9/28/2012,5089656.0,United States,North America,0.0,0.0,1,1,7,85.0,No,0.0,high,Yes,Small,Yes,Yes,No,No,Product,Yes,Private,Yes,Unstructured,Yes,Platform,Global,Non-Linear,No,No,No,No,Yes,No,Yes,No,No,No,No,Online,B2B,Medium,High,Yes,Medium,PhD,25.0,COMPUTERS,Yes,Yes,500.0,High,1.0,1.0,1.0,200.0,20.0,Low,Low,Yes,No,Low,No,No,No,No,No,No,58457.0,Yes,No,No,2.0,High,2.0,14.2,5.1,Yes,18.0,12.0,Trigger,5 to 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Company209,Success,2011.0,3.0,194.0,Big Data Analytics,CleanTech|Analytics|Real Estate|Energy,Operations,Battery Ventures|Nth Power|RockPort Capital Partners|Vast Ventures|E.ON,41.0,-2.0,YES,9/1/2011,12/10/2013,8500000.0,United States,North America,0.0,2.0,2,2,4,48.0,Yes,4.0,medium,Yes,Medium,No,No,No,No,Service,Yes,Private,Yes,Unstructured,Yes,Platform,Local,Linear,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Offline,B2C,Low,High,Yes,Low,Masters,21.0,MGMT,Yes,Yes,500.0,High,1.0,1.0,1.0,1.0,42.0,Medium,Low,No,No,Low,Yes,No,No,No,No,No,797253.0,No,No,Yes,2.0,Low,2.0,24.0,8.5,Not Applicable,12.0,10.0,Peak,2 to 5,8.5,5.9,17.3,5.6,2.8,2.9,19.4,2.8,2.8,29.2,0.0,0.0,0.0,2.8,3.0
Company210,Success,2007.0,7.0,5.0,IT Operations Analytics,Security|Cloud Computing,Operations,Miramar Venture Partners|US Venture Partners|ATA Ventures,53.0,0.0,YES,1/1/2007,5/1/2012,18000000.0,United States,North America,0.0,2.0,1,0,5,80.0,No,0.0,medium,Yes,Medium,Yes,Yes,No,No,Product,Yes,Private,Yes,Structured,Yes,Platform,Global,Non-Linear,No,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,PhD,25.0,electrical,Yes,Yes,500.0,High,1.0,1.0,1.0,187.0,17.0,Low,Low,No,No,Medium,Yes,No,No,No,No,No,889950.0,No,No,No,2.0,Medium,3.0,13.3,18.0,Yes,60.0,40.0,Peak,2 to 5,0.0,2.8,25.0,2.8,2.8,0.0,8.3,2.8,0.0,5.6,0.0,0.0,0.0,0.0,2.0
Company211,Success,2011.0,3.0,109.0,Big data/analytics for energy use,CleanTech|Energy,operations,Foundation Capital|Voyager Capital|Stanford University|E.ON,31.0,3.0,YES,1/1/2011,1/27/2014,12750000.0,United States,North America,0.0,3.0,1,0,6,50.0,Yes,2.0,medium,Yes,Small,Yes,Yes,No,No,Product,No,Private,Yes,Structured,Yes,Platform,Local,Non-Linear,No,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2B,Medium,High,Yes,Low,PhD,25.0,electrical,Yes,Yes,500.0,High,1.0,1.0,1.0,400.0,37.0,Medium,Low,No,No,Low,Yes,Yes,Yes,No,No,No,6773962.0,Yes,No,No,3.0,High,3.0,25.0,12.8,Not Applicable,18.0,13.0,Peak,2 to 5,11.1,0.0,11.1,5.6,5.6,5.6,16.7,5.6,5.6,27.8,0.0,0.0,0.0,5.6,9.0
Company212,Success,2000.0,14.0,194.0,In-store Customer Analytics,Analytics,strategy,Mohr Davidow Ventures|RBC Venture Partners|Columbia Capital|Relay Ventures|Eastward Capital Partners,58.0,0.0,YES,1/1/2000,10/5/2012,4000000.0,United States,North America,0.0,5.0,0,0,8,40.0,No,0.0,medium,Yes,Large,No,No,No,Yes,Service,Yes,Private,Yes,Unstructured,Yes,Platform,Global,Non-Linear,Yes,No,No,No,No,No,Yes,No,No,No,No,Offline,B2B,Low,High,Yes,Low,Bachelors,18.0,TECH,Yes,Yes,146.0,Medium,1.0,0.0,1.0,264.0,41.0,Low,Medium,Yes,No,Medium,Yes,Yes,Yes,No,No,Yes,1147953.0,Yes,No,Yes,2.0,High,6.0,3.1,4.0,Yes,84.0,24.0,Peak,2 to 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Company213,Success,2009.0,5.0,61.0,Big Data Analytics,E-Commerce,technology,ZIG Capital|JCB Investments|Moore Venture Partners|La Jolla Holding|TomorrowVentures|venture capitals,23.0,0.0,No,6/1/2009,6/26/2013,4000000.0,United States,North America,0.0,1.0,1,0,4,10.0,No,0.0,high,No,Small,Yes,Yes,No,No,Service,Yes,Private,Yes,Structured,Yes,Platform,Global,Non-Linear,No,No,No,No,No,No,No,No,No,No,No,Offline,B2B,Medium,High,Yes,Low,Masters,21.0,MGMT,Yes,No,500.0,High,1.0,0.0,0.0,408.0,22.0,Low,High,No,No,Low,Yes,Yes,No,No,No,Yes,1676454.0,Yes,Yes,No,3.0,Medium,1.0,2.5,4.0,Not Applicable,24.0,1.0,Peak,2 to 5,14.3,0.0,4.8,33.3,9.5,4.8,19.0,0.0,0.0,4.8,0.0,0.0,4.8,4.8,2.0
Company214,Success,2008.0,6.0,464.0,Real-Time Performance Monitoring,Analytics,marketing,Mehdi Daoudi|Battery Ventures,43.0,0.0,YES,9/15/2008,12/10/2013,6000001.0,United States,North America,0.0,1.0,4,2,7,50.0,Yes,2.0,high,Yes,Medium,Yes,Yes,No,No,Service,Yes,Private,Yes,Structured,Yes,Platform,Global,Non-Linear,No,No,No,No,No,No,Yes,No,Yes,No,No,Offline,B2B,Low,Medium,Yes,Low,Masters,21.0,INTERNATIONAL TRADE,Yes,Yes,500.0,High,1.0,1.0,1.0,400.0,23.0,Medium,Low,No,No,Low,No,No,Yes,No,No,Yes,141868.0,Yes,Yes,No,3.0,High,2.0,10.0,6.0,Yes,17.0,9.0,Trigger,5 to 10,5.3,10.5,42.1,15.8,0.0,10.5,10.5,0.0,0.0,5.3,0.0,0.0,0.0,0.0,5.0
Company216,Success,2012.0,2.0,98.0,Big Data Analytics,E-Commerce|Enterprise Software|Analytics,"marketing, strategy",BOLDstart Ventures,9.0,0.0,YES,9/15/2012,7/10/2013,795000.0,United States,North America,0.0,1.0,2,1,2,9.0,No,0.0,low,Yes,Small,Yes,Yes,No,No,Service,No,Private,Yes,Structured,Yes,Platform,Global,Non-Linear,No,No,No,No,Yes,No,No,No,No,No,No,Online,B2B,Low,Medium,Yes,Low,Bachelors,18.0,FINANCE,No,No,500.0,Medium,1.0,0.0,0.0,0.0,10.0,Medium,Medium,No,Yes,Low,No,No,Yes,No,No,No,410491.0,No,No,No,2.0,Low,3.0,9.0,0.8,Not Applicable,15.0,1.0,Trough,2 to 5,16.7,0.0,11.1,0.0,11.1,0.0,27.8,0.0,22.2,11.1,0.0,0.0,0.0,0.0,0.0
Company219,Success,2000.0,14.0,170.0,Customer Intelligence Solutions,Analytics,Marketing,Oak Investment Partners|Diamondhead Ventures|Ampersand Capital Partners,172.0,1.0,YES,1/1/2000,12/22/2013,11778004.0,United States,North America,0.0,4.0,0,0,5,173.0,Yes,3.0,low,No,Medium,Yes,Yes,No,No,Product,Yes,Private,Yes,Structured,Yes,Cloud,Global,Linear,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,Medium,High,Yes,Low,Bachelors,18.0,MATHS,Yes,Yes,500.0,Medium,0.0,0.0,0.0,368.0,10.0,Low,High,No,No,Low,Yes,No,Yes,No,No,Yes,443595.0,Yes,No,No,3.0,High,2.0,13.3,11.8,Yes,72.0,27.0,Peak,5 to 10,12.5,12.5,25.0,12.5,25.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Company220,Success,2008.0,6.0,294.0,Intelligent Customer Engagement,E-Commerce|Analytics|Mobile|Retail,operations,Sequoia Capital|Norwest Venture Partners|Qualcomm Ventures|American Express Ventures,410.0,1.0,YES,8/1/2008,2/11/2014,4500000.0,Singapore,Asia,1.0,0.0,3,0,9,415.0,Yes,0.0,high,Yes,Large,No,No,No,No,Service,No,Private,Yes,Structured,Yes,Platform,Global,Non-Linear,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Online,B2B,Low,Medium,Yes,Medium,Bachelors,18.0,engg,Yes,Yes,500.0,Medium,0.0,1.0,1.0,325.0,25.0,Low,Medium,No,No,High,Yes,No,Yes,No,No,No,208813.0,Yes,No,No,2.0,Low,3.0,83.0,4.5,Yes,48.0,24.0,Plateau,0 to 2,2.8,13.9,0.0,17.1,15.5,27.0,18.3,2.8,2.8,0.0,0.0,0.0,0.0,0.0,0.0
Company222,Success,2010.0,4.0,254.0,Big Data Analytics,Analytics,"Marketing, Procurement, Human Resources",Fidelity Growth Partners India|Fidelity Growth Partners Europe,448.0,0.0,YES,1/1/2011,8/23/2012,20000000.0,United States,North America,0.0,1.0,3,0,8,433.0,No,0.0,low,Yes,Medium,No,No,No,Yes,Service,Yes,Private,Yes,Structured,Yes,Platform,Global,Linear,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Offline,B2B,Low,High,Yes,Low,PhD,25.0,MGMT,Yes,Yes,500.0,Medium,0.0,1.0,1.0,600.0,3.0,Low,Low,No,No,Medium,Yes,No,No,Yes,No,No,3702887.0,No,No,No,2.0,High,2.0,36.1,20.0,Yes,24.0,1.0,Peak,2 to 5,0.0,0.0,0.0,22.2,0.0,66.7,5.6,0.0,5.6,0.0,0.0,0.0,0.0,0.0,3.0
Company223,Success,2007.0,7.0,36.0,Video Monetization Platform,Entertainment,Operations,TechStars,1.0,0.0,No,6/4/2007,2/1/2008,500000.0,United States,North America,0.0,1.0,0,0,3,5.0,No,0.0,low,Yes,Small,No,No,No,No,Product,Yes,Private,No,Unstructured,Yes,Cloud,Local,Non-Linear,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Online,B2B,Low,High,Yes,Low,Bachelors,18.0,CSE,Yes,Yes,500.0,Medium,0.0,1.0,1.0,116.0,18.0,Medium,High,No,No,Low,No,No,No,No,No,No,797253.0,Yes,No,No,2.0,Medium,1.0,0.8,0.5,Yes,15.0,10.0,Plateau,0 to 2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Company224,Failed,2009.0,5.0,12.0,Making Cities Easier to Love,Analytics,Operations,Neoteny Labs|500 Startups|Chamath Palihapitiya|Allen Morgan|Ted Rheingold|TechStars|Social Starts,14.5,0.0,No,7/1/2009,2/5/2012,800000.0,United States,North America,1.0,6.0,2,0,3,7.0,Yes,0.0,high,No,Small,Yes,Yes,No,Yes,Product,Yes,Private,Yes,Unstructured,Yes,Cloud,Global,Non-Linear,No,No,No,Yes,No,No,Yes,No,No,No,No,Online,B2C,Low,Low,Yes,Low,Bachelors,18.0,COMPUTERS,Yes,Yes,141.0,Low,0.0,0.0,0.0,0.0,12.0,Medium,High,Yes,Yes,Medium,Yes,Yes,Yes,No,No,Yes,9439938.0,No,No,No,4.0,Low,2.0,1.8,0.8,Not Applicable,30.0,20.0,Peak,2 to 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Company225,Failed,2009.0,5.0,16.0,We enable people to DJ online,Music,Operations,John Gerstenlauer|TechStars,1.0,0.0,No,8/1/2009,3/1/2010,18000.0,United States,North America,2.0,0.0,0,1,2,4.0,Yes,0.0,medium,No,Small,Yes,Yes,No,No,Product,Yes,Private,Yes,Unstructured,Yes,Platform,Local,Non-Linear,No,No,No,Yes,No,No,No,No,No,No,Yes,Online,B2C,Low,High,Yes,Low,Bachelors,21.0,business,Yes,Yes,380.0,High,0.0,0.0,0.0,0.0,10.0,Low,High,No,Yes,Low,Yes,Yes,No,No,No,No,797253.0,Yes,No,No,3.0,Medium,2.0,1.0,0.0,Not Applicable,12.0,12.0,Peak,2 to 5,0.0,0.0,77.8,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,0.0,1.0
Company226,Success,2010.0,4.0,29.0,Business Intelligence and Analytics,Analytics|E-Commerce,sales,Lightspeed Venture Partners|Kleiner Perkins Caufield & Byers,10.0,-17.0,No,7/1/2010,5/17/2013,11000000.0,United States,North America,0.0,0.0,2,3,4,10.0,Yes,1.0,low,Yes,Small,No,No,No,Yes,Product,Yes,Private,Yes,Structured,Yes,Cloud,Local,Non-Linear,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,18.0,engg,Yes,Yes,500.0,Medium,0.0,1.0,0.0,233.0,38.0,Low,Low,No,Yes,Low,Yes,No,Yes,Yes,No,No,797253.0,Yes,No,No,3.0,Medium,2.0,3.3,11.0,Not Applicable,8.0,6.0,Trigger,2 to 5,6.2,0.0,18.8,0.0,0.0,6.2,6.2,0.0,6.2,6.2,0.0,0.0,0.0,0.0,1.0
Company227,Failed,2008.0,6.0,0.0,Golf improvement analytics,Mobile,Operations,Maine Technology Institute|Libra Future Fund|TechStars,0.0,-100.0,No,8/1/2008,12/4/2009,150000.0,United States,North America,7.0,1.0,2,1,2,6.0,Yes,3.0,low,No,Small,Yes,Yes,No,No,Product,Yes,Private,Yes,Unstructured,Yes,Platform,Local,Non-Linear,No,No,No,Yes,No,No,Yes,No,No,No,No,Online,B2B,Medium,High,Yes,Low,Bachelors,18.0,economics,Yes,Yes,500.0,Medium,0.0,0.0,0.0,86.0,10.0,Low,Medium,No,No,Low,No,Yes,No,Yes,No,Yes,898999.0,No,No,Yes,2.0,Medium,3.0,1.2,0.2,No,12.0,14.0,Plateau,0 to 2,0.0,6.7,86.7,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Company228,Failed,2005.0,9.0,133.0,Big Data Analytics,Finance,Operations,O'Reilly AlphaTech Ventures|Union Square Ventures,0.0,-100.0,No,12/1/2005,6/1/2007,4000000.0,United States,North America,1.0,0.0,1,3,2,20.0,No,1.0,medium,No,Medium,Yes,Yes,No,No,Service,Yes,Private,Yes,Structured,Yes,Cloud,Local,Non-Linear,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Online,B2B,Medium,Low,No,Medium,Bachelors,18.0,media,No,Yes,222.0,Low,0.0,0.0,0.0,0.0,0.0,Low,Low,No,No,Low,No,No,No,No,No,No,797253.0,No,No,No,3.0,Medium,11.0,2.5,4.0,No,20.0,12.0,Trigger,2 to 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Company230,Success,2012.0,2.0,63.0,"Save Time, Gain Insight, Take Action",Analytics|Enterprise Software,Marketing,ICG Ventures|Middleland Capital|Fortify Ventures,4.0,0.0,No,1/1/2012,2/26/2013,600000.0,United States,North America,3.0,0.0,2,0,3,6.0,No,0.0,low,No,Medium,Yes,Yes,No,No,Service,Yes,Both,No,Both,Yes,Platform,Global,Non-Linear,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Online,B2B,Low,High,Yes,Medium,Masters,21.0,law,No,Yes,500.0,Medium,0.0,0.0,0.0,0.0,25.0,Low,Low,Yes,No,Low,No,No,No,No,No,No,3743293.0,No,Yes,No,4.0,High,0.0,6.0,0.6,Not Applicable,12.0,12.0,Trough,2 to 5,16.7,0.0,0.0,0.0,11.1,5.6,27.8,0.0,5.6,5.6,11.1,0.0,11.1,5.6,1.0
Company231,Success,2012.0,2.0,1193.0,Pinterest Analytics and Marketing,Analytics|Marketing,Marketing,i2E|SeedStep Angels group,13.0,8.0,No,2/1/2012,11/6/2013,1000000.0,United States,North America,2.0,0.0,2,0,2,15.0,No,0.0,high,No,Large,Yes,Yes,Yes,Yes,Service,Yes,Private,No,Structured,Yes,Platform,Global,Non-Linear,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,Medium,Medium,No,Low,Bachelors,18.0,"Finance, Management",No,No,500.0,Low,0.0,1.0,1.0,240.0,37.0,Low,Low,Yes,Yes,Low,No,No,No,No,No,No,14785.0,Yes,Yes,No,2.0,Low,2.0,15.0,1.0,Not Applicable,20.0,20.0,Plateau,2 to 5,16.7,5.6,0.0,33.3,0.0,5.6,27.8,0.0,5.6,5.6,0.0,0.0,0.0,0.0,4.0
Company232,Success,2011.0,3.0,207.0,time-series database service,Network / Hosting / Infrastructure|Analytics,Database Management,TechStars|Hyde Park Venture Partners|Chicago Ventures|Divergent Ventures|John Ives|Data Collective|Lew Moorman|John Engates|Jason Seats,13.0,-7.0,No,11/1/2011,10/9/2013,3200000.0,United States,North America,6.0,0.0,3,2,3,18.0,Yes,1.0,high,No,Small,Yes,No,No,No,Both,Yes,Private,Yes,Structured,Yes,Cloud,Global,Linear,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2B,Medium,Medium,No,Low,Bachelors,18.0,Computer Science,Yes,Yes,500.0,Low,1.0,1.0,1.0,62.0,10.0,Medium,Low,Yes,No,Medium,Yes,Yes,No,Yes,No,No,751103.0,No,No,Yes,3.0,Medium,0.0,9.0,3.2,Not Applicable,2.0,7.2,Peak,2 to 5,8.3,3.7,15.7,7.4,0.0,3.7,12.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Company233,Failed,2010.0,4.0,13.0,Social Payments,Analytics,operation,Y Combinator|Chris Sacca|The Accelerator Group|betaworks,14.5,0.0,No,1/1/2011,9/24/2008,1000000.0,United States,North America,1.0,3.0,2,1,1,26.0,No,0.0,Nothing,No,Large,No,No,No,No,Product,No,no,No,no,No,Platform,Global,Non-Linear,No,No,No,No,No,No,No,No,No,No,Yes,Online,B2B,Medium,Medium,No,Low,Masters,21.0,Human computer interaction,Yes,Yes,222.0,Medium,0.0,0.0,1.0,44.0,7.0,Low,Medium,No,Yes,Medium,No,Yes,No,No,No,No,7020276.0,No,No,Yes,3.0,Medium,2.0,8.8,1.0,Not Applicable,1.0,4.4,Peak,2 to 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Company234,Success,2010.0,4.0,388.0,Being in step with your customers,Analytics,CRM,Pitango Venture Capital|Gemini Israel Ventures|Canvas Venture Fund|InterWest Partners,36.0,24.0,YES,5/1/2010,2/5/2014,15500000.0,United States,North America,0.0,0.0,3,3,6,37.0,Yes,2.0,high,No,Small,No,No,No,No,Product,Yes,Private,Yes,Structured,Yes,Cloud,Global,Non-Linear,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,Medium,High,Yes,High,Bachelors,18.0,Computer Science,Yes,Yes,500.0,High,0.0,1.0,1.0,222.0,50.0,High,High,Yes,No,Medium,Yes,Yes,Yes,Yes,No,No,82868.0,No,No,No,3.0,Medium,4.0,12.3,15.5,Not Applicable,1.0,16.6,Trigger,2 to 5,4.1,0.0,33.3,8.1,1.9,3.7,37.0,4.1,5.6,2.2,0.0,0.0,0.0,0.0,9.0
Company235,Success,2008.0,6.0,96.0,Social Media Management  System (SMMS),E-Commerce|Publishing|Marketing,marketing,Flybridge Capital Partners|Revel Partners,52.0,2.0,YES,7/1/2008,3/8/2013,3500000.0,United States,North America,0.0,0.0,5,5,10,55.0,Yes,2.0,high,No,Large,No,No,Yes,Yes,Service,Yes,Private,No,Structured,Yes,Cloud,Global,Non-Linear,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,Low,High,Yes,Medium,Masters,21.0,MBA,Yes,Yes,500.0,High,0.0,0.0,0.0,135.0,50.0,High,Medium,Yes,No,Medium,Yes,Yes,No,Yes,No,No,333844.0,No,No,No,2.0,High,1.0,11.0,3.5,Yes,45.0,6.4,Trigger,5 to 10,5.6,0.0,50.0,8.3,2.8,2.8,19.4,2.8,8.3,0.0,0.0,0.0,0.0,0.0,6.0
Company238,Success,2012.0,2.0,32.0,Big Data Analytics,Analytics|Marketing,Marketing,Google Ventures|CommonAngels|500 Startups|Charles River Ventures|Boston Seed Capital|Dharmesh Shah|Waikit Lau|Nick Ducoff|John Simon,12.0,9.0,No,1/1/2011,12/3/2012,1200000.0,United States,North America,0.0,9.0,4,0,6,10.0,No,0.0,medium,Yes,Medium,Yes,Yes,No,No,Service,Yes,Public,Yes,Both,Yes,Platform,Global,Non-Linear,No,No,No,No,No,No,No,Yes,Yes,No,No,Online,B2B,Low,High,No,High,Masters,21.0,Computer Science,Yes,Yes,500.0,High,0.0,0.0,1.0,225.0,12.0,Low,Low,Yes,No,Medium,No,Yes,No,Yes,No,No,1559939.0,Yes,No,Yes,3.0,Low,0.0,10.0,1.2,Not Applicable,1.0,1.0,Peak,2 to 5,20.0,0.0,0.0,30.0,0.0,10.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0
